,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
28,91年 2月,桃園市,1804,396,8,5,0,20,4,2,8,1,2,3,5,3,0,0,1,0,7,1,6,9,46,37,0,0,3,2,0,84,55,0,0,1,0,0,0,0,0,16,0,3,171,0,0,5,9,0,0,0,0,0,0,3,0,0,1,0,2,0,19,18,11,2771
29,91年 3月,桃園市,947,355,6,8,1,21,15,5,12,0,2,3,16,9,1,3,2,0,3,0,8,7,51,38,0,0,5,3,0,17,17,0,0,0,0,0,0,0,0,6,0,0,196,0,0,5,1,0,0,0,0,0,0,1,0,0,3,0,1,0,7,29,17,1821
30,91年 4月,桃園市,1056,312,3,11,0,17,10,3,6,0,0,5,17,7,0,3,2,0,10,0,4,7,64,36,0,0,3,5,0,22,30,0,1,0,1,0,0,0,0,9,0,1,117,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,27,26,1828
31,91年 5月,桃園市,1060,439,1,19,0,20,8,8,10,0,2,5,21,1,0,2,1,0,3,0,4,7,54,36,0,0,3,4,0,13,22,0,7,0,0,0,0,0,0,14,2,0,128,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,3,18,22,1947
32,91年 6月,桃園市,859,304,5,9,0,23,5,4,11,1,2,4,17,5,1,2,2,0,4,1,4,6,54,23,0,0,0,5,0,14,11,0,1,0,0,0,0,0,0,21,0,1,145,0,0,1,28,0,0,0,0,0,0,3,0,0,0,0,1,0,3,22,16,1618
33,91年 7月,桃園市,1217,367,5,10,1,25,10,7,12,0,0,3,41,14,2,3,4,0,5,1,5,12,101,55,0,0,1,1,0,41,65,0,0,1,0,0,0,0,0,13,3,2,162,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,2,25,33,2258
34,91年 8月,桃園市,1140,409,4,19,0,19,11,4,6,0,0,2,24,8,1,0,5,2,8,2,3,12,85,55,1,0,2,4,0,42,41,0,0,0,0,0,0,0,0,10,0,3,180,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,9,32,21,2170
35,91年 9月,桃園市,1096,366,1,18,0,18,10,9,11,0,0,0,23,1,1,1,2,0,13,0,2,10,75,44,0,0,2,6,0,12,16,0,7,0,0,0,0,0,0,8,2,0,139,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,0,0,13,17,18,1951
36,91年 10月,桃園市,1306,418,5,5,1,14,10,9,22,0,1,1,21,15,0,3,9,0,6,0,4,4,89,44,1,0,2,11,0,33,45,0,6,1,0,0,0,0,0,9,0,0,137,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,15,12,26,2291
37,91年 11月,桃園市,1149,501,4,26,1,15,13,9,8,0,0,5,41,15,0,2,6,0,6,0,2,11,84,53,0,0,4,2,0,20,18,0,0,2,0,0,0,0,0,7,0,0,138,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,14,5,27,2196
38,91年 12月,桃園市,802,464,3,40,1,14,18,4,10,1,0,1,21,17,0,1,1,0,13,1,2,8,87,82,1,0,3,3,0,25,31,0,9,0,0,0,0,0,0,14,0,1,120,0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,18,16,30,1870
40,92年 1月,桃園市,1233,582,2,18,0,22,24,9,15,0,0,4,13,19,0,2,1,0,29,0,12,6,108,75,0,0,4,2,0,27,40,0,3,0,0,0,0,0,0,38,0,2,178,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,12,26,22,2536
41,92年 2月,桃園市,892,395,0,13,0,11,9,6,12,0,1,1,14,15,0,1,3,0,2,1,2,6,67,38,0,0,0,4,0,16,18,0,9,3,0,0,0,0,0,21,0,3,155,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,19,18,1768
42,92年 3月,桃園市,1014,575,0,22,1,10,14,2,5,0,1,3,19,12,0,9,3,3,4,0,0,10,74,42,1,0,3,1,0,18,17,0,2,1,0,0,0,0,0,27,0,3,143,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,18,16,2090
43,92年 4月,桃園市,965,500,1,27,0,11,8,5,10,0,0,0,9,18,3,5,1,2,4,0,3,13,100,56,0,0,3,2,0,25,34,0,4,0,0,0,0,0,0,5,0,1,143,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,21,31,20,2036
44,92年 5月,桃園市,969,516,1,14,0,12,8,2,9,0,1,2,15,20,0,8,0,0,18,2,3,7,120,26,0,0,4,2,0,23,19,0,1,0,1,0,0,0,0,10,0,1,77,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,8,31,14,1954
45,92年 6月,桃園市,1529,659,4,8,2,17,9,5,8,1,0,1,13,17,1,12,10,0,24,0,11,12,99,56,0,0,4,3,0,62,63,0,2,1,0,0,0,0,0,4,1,0,154,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,11,26,2840
46,92年 7月,桃園市,931,451,2,8,0,13,23,8,6,0,1,8,67,8,0,1,2,0,13,1,10,15,96,61,1,0,2,5,0,21,25,0,2,0,0,0,0,0,0,12,0,3,145,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,13,14,19,1993
47,92年 8月,桃園市,1257,536,6,21,0,10,23,0,7,0,0,1,54,9,1,1,7,0,17,3,2,9,113,70,1,0,2,2,0,21,24,0,1,0,0,1,0,0,0,8,0,1,93,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,11,13,16,2346
48,92年 9月,桃園市,1041,558,4,14,0,11,11,2,11,0,0,1,7,7,0,4,4,0,5,1,4,9,79,38,0,0,3,1,0,35,39,0,0,0,0,0,0,0,0,3,0,0,123,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,18,10,2058
49,92年 10月,桃園市,1032,528,2,4,1,8,8,2,4,0,13,1,2,3,0,1,7,0,2,0,2,8,87,65,0,0,1,1,0,16,14,0,3,1,0,0,0,0,0,2,0,0,102,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,13,10,1965
50,92年 11月,桃園市,950,534,3,7,0,6,16,3,6,0,5,2,7,5,0,4,2,0,2,0,1,6,99,44,0,0,2,0,0,9,11,0,0,0,0,0,0,0,0,6,0,0,139,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,23,12,20,1929
51,92年 12月,桃園市,731,468,1,11,0,8,15,4,5,0,4,0,12,5,0,2,1,0,6,0,1,2,91,48,1,0,0,2,0,8,12,0,1,0,0,0,0,0,0,8,0,2,167,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,14,17,17,1671
53,93年 1月,桃園市,878,476,3,12,0,5,40,2,2,0,0,2,4,13,1,0,0,0,14,0,1,5,103,84,0,0,1,1,0,28,45,0,2,0,0,0,0,0,0,8,0,1,176,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,26,18,19,1975
54,93年 2月,桃園市,799,560,13,27,0,6,25,4,5,1,0,1,8,6,0,1,1,0,10,0,5,9,107,76,1,0,3,2,0,16,16,0,1,1,0,0,0,0,0,1,0,0,127,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,17,15,32,1902
55,93年 3月,桃園市,798,577,0,14,0,3,43,3,2,1,0,1,4,5,0,4,0,0,1,0,4,10,84,53,0,0,2,1,0,16,15,0,0,0,0,0,0,0,0,1,0,0,99,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,25,6,17,1796
56,93年 4月,桃園市,958,530,2,11,0,10,67,5,4,0,0,0,8,6,2,0,2,0,4,0,10,6,117,65,1,0,1,0,0,12,14,0,2,0,0,0,0,0,0,2,0,0,119,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,17,12,15,2012
57,93年 5月,桃園市,1098,422,1,8,0,6,27,3,4,0,0,0,5,8,0,2,1,0,12,0,0,5,102,83,5,0,1,2,0,20,9,0,1,0,0,0,0,0,1,0,0,1,117,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,20,10,53,2031
58,93年 6月,桃園市,1222,455,2,3,0,6,54,2,8,0,0,0,5,7,0,3,0,0,8,0,3,4,103,94,3,0,1,2,0,14,13,0,1,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,15,10,15,2153
59,93年 7月,桃園市,1251,489,2,8,0,5,37,2,2,0,1,1,34,6,1,5,5,0,8,0,3,8,151,134,0,0,1,4,0,14,16,0,1,0,0,0,0,0,0,6,0,1,118,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,27,27,2437
60,93年 8月,桃園市,1292,393,3,3,0,8,76,3,2,0,0,1,13,2,0,3,4,0,2,1,2,5,123,126,2,0,4,0,0,16,24,0,1,0,0,0,0,0,0,15,0,0,113,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,36,77,2380
61,93年 9月,桃園市,1421,567,3,4,0,12,87,5,6,0,1,2,8,9,0,7,2,0,5,1,3,5,143,140,1,0,0,2,0,20,20,0,3,0,0,0,0,0,0,3,0,1,96,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,8,50,2688
62,93年 10月,桃園市,1474,594,2,9,1,12,40,6,5,0,0,1,7,9,1,5,1,0,5,0,2,6,121,110,2,0,2,0,0,16,53,0,6,2,0,0,0,0,0,16,0,5,110,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,9,16,2679
63,93年 11月,桃園市,1438,633,1,8,0,8,90,7,14,0,4,2,10,19,0,4,3,0,8,1,6,3,185,134,1,0,9,2,0,29,63,0,0,1,0,0,0,0,0,9,0,2,210,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,35,10,33,2989
64,93年 12月,桃園市,1275,594,3,10,0,18,62,7,5,1,5,0,10,18,0,0,7,0,6,0,7,12,152,104,1,0,2,3,0,13,31,0,18,0,1,0,0,0,0,15,0,12,134,0,0,0,4,0,0,0,0,0,1,2,0,0,1,0,0,0,25,14,34,2607
66,94年 1月,桃園市,1476,538,4,10,0,14,40,3,8,1,6,1,9,6,0,1,1,0,12,2,6,9,332,212,5,0,2,6,1,21,19,0,3,2,0,0,0,0,0,4,0,2,161,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,40,29,28,3021
67,94年 2月,桃園市,692,451,1,12,0,4,39,5,3,0,2,2,5,8,0,1,1,0,3,1,3,9,106,82,1,0,1,0,1,11,18,0,9,0,0,0,0,0,0,18,0,4,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,9,11,1756
68,94年 3月,桃園市,1554,689,2,22,0,14,178,7,6,0,4,1,5,10,0,3,1,0,7,1,6,16,177,156,0,0,6,2,1,25,10,0,0,1,0,0,0,0,0,2,0,4,154,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28,10,22,3127
69,94年 4月,桃園市,1358,659,4,20,0,24,200,6,4,0,1,3,8,9,1,2,3,0,13,0,4,7,192,144,2,0,2,4,5,10,18,0,5,0,0,0,0,0,0,7,0,1,159,0,2,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,19,22,21,2946
70,94年 5月,桃園市,1196,691,3,30,0,27,139,12,16,1,4,1,7,20,0,1,3,0,10,0,4,2,196,139,1,0,4,2,2,16,8,0,0,0,0,0,0,0,0,16,0,10,240,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,30,20,28,2884
71,94年 6月,桃園市,1236,667,2,22,0,18,135,7,7,0,1,0,9,17,1,1,3,0,6,0,7,10,165,146,3,0,7,3,3,22,28,0,26,0,0,0,0,0,0,3,0,3,105,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26,38,34,2765
72,94年 7月,桃園市,1516,699,8,8,0,26,133,8,6,0,3,1,31,2,0,3,6,0,5,0,7,11,203,144,2,0,11,5,4,28,19,0,2,0,0,0,0,0,0,3,0,2,225,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28,8,59,3221
73,94年 8月,桃園市,1583,661,2,19,0,20,188,6,4,0,3,3,23,15,4,3,5,0,12,0,6,6,173,143,1,0,12,8,3,11,21,0,7,1,0,0,0,0,0,11,0,2,163,0,1,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,16,5,114,3263
74,94年 9月,桃園市,1586,571,2,9,0,12,96,3,9,0,3,4,8,5,0,0,2,0,8,0,8,6,233,127,2,0,3,3,4,22,38,0,2,0,0,0,2,0,0,0,0,4,134,0,1,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,33,5,37,2988
75,94年 10月,桃園市,1506,499,1,16,0,15,65,8,10,0,5,5,2,6,1,5,1,0,11,0,3,3,217,125,1,0,3,3,4,28,24,0,2,4,0,0,0,0,0,2,0,0,194,0,1,1,4,0,1,0,0,0,0,1,0,0,5,0,0,0,27,17,33,2859
76,94年 11月,桃園市,1240,359,3,23,0,15,109,6,11,1,10,3,8,4,0,0,4,0,3,1,4,6,217,114,1,0,5,3,1,18,27,0,2,3,0,0,1,0,1,6,0,1,221,0,1,0,15,0,0,0,0,0,1,1,0,0,2,0,0,0,24,1,20,2496
77,94年 12月,桃園市,862,380,0,8,1,15,81,11,5,0,3,1,2,8,3,1,2,0,4,2,6,10,128,76,0,0,5,2,2,23,36,0,4,2,1,0,0,0,0,2,0,2,162,0,4,0,9,0,0,0,0,0,12,0,0,0,3,0,0,0,25,0,27,1930
79,95年 1月,桃園市,1135,428,5,13,0,7,103,4,5,1,5,1,1,7,1,0,2,0,6,0,3,12,216,112,2,0,1,2,0,30,20,0,2,1,0,0,0,0,0,7,0,0,184,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,18,0,14,2353
80,95年 2月,桃園市,875,379,5,134,0,10,149,4,4,0,5,2,1,14,1,0,1,0,9,1,2,10,155,102,1,0,2,3,1,27,31,0,5,0,1,1,0,0,1,0,0,0,273,0,3,1,0,0,0,0,0,1,7,0,0,0,1,0,0,0,18,0,15,2255
81,95年 3月,桃園市,919,380,5,66,0,10,102,9,7,0,10,1,5,14,0,4,4,0,13,0,3,9,191,125,1,0,2,3,1,18,57,0,15,0,0,0,2,0,0,7,0,1,417,0,0,0,0,0,2,0,1,0,3,1,0,0,3,0,0,0,16,0,12,2439
82,95年 4月,桃園市,1282,545,5,23,0,17,247,9,7,0,16,2,15,16,0,2,1,2,7,0,2,13,232,159,1,0,5,2,6,28,45,0,2,0,0,1,0,0,0,19,0,2,257,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26,1,20,3020
83,95年 5月,桃園市,1225,392,3,28,0,17,164,9,12,0,8,2,22,11,0,5,2,0,9,0,3,10,151,150,0,0,2,2,3,20,32,0,13,0,0,1,0,0,0,1,0,1,199,0,5,0,2,0,0,1,0,0,5,2,0,0,1,0,1,0,21,1,25,2561
84,95年 6月,桃園市,1203,379,1,20,0,28,136,9,3,0,22,1,26,10,0,0,4,0,9,0,10,8,150,152,1,0,8,4,2,18,26,0,8,0,0,0,0,0,0,4,0,0,290,0,4,0,4,1,1,0,0,0,2,1,0,0,0,0,0,1,16,0,34,2596
85,95年 7月,桃園市,1555,447,2,20,0,24,93,7,6,0,13,4,14,15,0,2,5,0,5,0,5,7,240,132,2,0,5,6,1,23,46,0,13,0,0,0,0,0,0,4,0,1,233,0,5,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,22,1,72,3035
86,95年 8月,桃園市,1695,524,5,20,0,20,80,14,7,2,16,5,11,19,0,2,4,0,11,0,6,14,232,160,3,0,9,7,5,28,29,0,15,0,0,0,0,0,0,10,0,0,157,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24,0,57,3197
87,95年 9月,桃園市,1399,379,5,12,0,25,283,6,7,0,8,2,8,14,1,2,3,0,15,0,5,7,198,115,1,0,7,3,6,22,38,0,15,2,0,1,0,0,0,2,0,0,220,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26,0,17,2857
88,95年 10月,桃園市,1201,289,6,17,0,21,131,6,9,1,5,1,9,25,1,4,1,0,12,0,7,18,254,107,3,0,3,7,2,24,22,0,8,1,0,0,0,0,0,6,0,0,273,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,22,1,24,2525
89,95年 11月,桃園市,1066,315,3,27,0,24,152,4,7,2,18,1,13,16,0,1,5,0,13,0,5,9,256,146,1,0,8,9,0,13,28,0,18,0,0,0,2,0,0,5,0,2,337,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,13,0,25,2550
90,95年 12月,桃園市,942,289,4,21,1,23,131,14,5,0,20,1,7,17,0,4,3,0,10,0,9,7,186,124,2,0,6,4,2,15,12,0,11,1,0,0,0,0,0,18,0,2,294,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,25,2216
92,96年 1月,桃園市,937,281,2,24,1,23,153,6,4,0,14,5,9,18,0,4,3,0,10,1,3,6,193,112,0,0,4,7,2,17,10,0,7,0,0,0,0,0,0,2,0,2,439,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,22,2331
93,96年 2月,桃園市,894,207,2,135,0,7,104,6,7,0,4,2,5,25,0,5,0,0,8,1,4,4,231,158,1,0,1,2,4,22,34,0,13,0,0,0,1,0,0,2,0,0,397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,2312
94,96年 3月,桃園市,863,256,2,59,1,21,152,6,7,0,2,1,37,20,1,2,4,1,9,2,4,8,175,128,2,0,8,3,4,19,18,0,11,0,0,0,0,0,0,5,0,1,457,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,19,2319
95,96年 4月,桃園市,790,275,3,42,1,22,160,13,5,0,20,1,30,16,3,2,5,0,13,0,2,7,185,126,3,0,8,2,6,18,3,0,16,1,0,0,0,0,0,23,0,3,472,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,2306
96,96年 5月,桃園市,1015,305,16,50,0,28,186,14,7,0,28,7,26,24,4,3,1,0,12,0,6,12,202,154,5,0,1,5,0,15,12,0,14,1,1,0,1,0,0,9,0,1,632,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,13,0,28,2847
97,96年 6月,桃園市,981,300,10,39,0,31,195,19,2,1,31,1,17,16,0,2,3,0,9,0,5,13,171,143,8,0,3,3,10,20,13,0,6,1,0,0,0,0,0,20,0,4,427,0,4,1,0,0,3,0,0,0,0,2,0,0,4,0,0,0,17,0,21,2556
98,96年 7月,桃園市,981,226,5,99,1,29,153,14,8,0,19,5,49,19,0,3,9,0,15,0,8,6,305,280,4,0,4,5,5,17,15,0,10,1,0,0,0,0,0,7,0,0,578,0,3,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,17,0,105,3012
99,96年 8月,桃園市,1049,236,3,99,1,36,177,10,4,1,23,0,34,16,1,3,6,0,4,0,6,18,237,242,9,0,11,3,3,10,9,0,6,1,0,0,0,0,0,20,0,2,481,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0,205,2983
100,96年 9月,桃園市,979,297,2,26,0,20,267,12,5,1,11,4,20,18,2,3,7,0,10,0,2,11,211,158,3,0,6,5,6,12,21,0,14,1,0,0,0,0,0,6,0,1,646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,26,2829
101,96年 10月,桃園市,953,346,1,31,1,37,230,20,2,1,27,7,32,20,1,1,3,0,4,0,10,14,172,165,4,0,10,8,2,16,10,0,10,0,0,0,0,0,0,24,0,2,626,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,26,2834
102,96年 11月,桃園市,898,328,2,10,0,36,194,11,8,0,16,3,28,14,1,4,1,0,6,0,5,10,143,160,3,1,12,3,4,19,15,0,19,0,0,0,0,0,0,7,0,1,614,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,24,2615
103,96年 12月,桃園市,966,329,2,29,1,48,226,11,7,2,21,1,9,10,3,2,3,0,4,0,11,14,132,112,9,0,5,1,3,10,9,0,1,0,0,0,0,0,0,3,0,4,461,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,13,0,16,2489
105,97年 1月,桃園市,1044,392,6,88,0,24,254,7,8,1,12,2,9,23,0,3,2,0,6,1,5,9,146,150,5,0,2,3,9,20,9,0,6,0,0,0,0,0,0,17,0,1,392,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,24,0,20,2708
106,97年 2月,桃園市,828,371,21,114,0,7,232,2,1,0,1,2,14,14,0,1,4,0,4,0,0,4,119,109,5,0,1,1,2,18,6,0,11,0,0,0,0,0,0,7,0,4,453,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,2393
107,97年 3月,桃園市,790,406,4,68,0,18,245,5,8,0,0,3,30,17,1,8,2,0,5,0,2,9,218,161,10,0,1,6,1,13,10,0,7,0,0,0,0,0,0,4,0,2,378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,2464
108,97年 4月,桃園市,875,407,5,22,0,7,201,8,9,0,2,3,46,20,1,5,4,0,6,0,3,8,208,181,12,0,0,4,2,19,10,0,4,0,0,0,0,0,0,2,0,1,454,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,28,2577
109,97年 5月,桃園市,833,345,6,32,0,9,249,2,3,1,1,0,17,26,1,2,7,0,5,0,5,7,219,180,13,0,1,1,4,15,9,0,7,0,0,0,0,0,0,3,0,2,614,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,0,17,2651
110,97年 6月,桃園市,789,282,5,18,0,11,256,13,5,0,6,1,29,18,1,5,1,0,1,1,2,9,163,153,11,0,0,7,1,12,13,0,14,0,0,0,0,0,0,17,0,10,641,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,12,2520
111,97年 7月,桃園市,854,264,8,92,0,14,219,8,5,1,13,1,130,31,2,3,8,0,2,0,3,5,448,446,23,0,2,3,3,8,5,0,22,0,0,0,0,0,0,6,0,1,440,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,46,3134
112,97年 8月,桃園市,832,256,4,55,0,4,214,6,12,0,11,3,78,16,0,3,3,0,2,1,4,8,208,232,10,0,5,1,3,13,8,0,12,1,0,0,0,0,0,17,0,0,697,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,0,32,2768
113,97年 9月,桃園市,747,209,0,6,0,13,230,4,6,0,8,2,24,14,1,2,5,0,7,0,3,7,154,136,4,0,1,3,3,10,2,0,14,0,0,0,0,0,0,23,0,1,630,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,13,2302
114,97年 10月,桃園市,759,177,3,13,0,9,200,19,9,0,8,1,9,19,0,3,2,0,4,0,0,8,161,98,3,0,0,5,1,16,10,0,10,0,0,0,0,0,0,9,0,0,639,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,21,2226
115,97年 11月,桃園市,720,133,1,13,0,12,171,8,6,1,2,3,3,21,1,2,5,0,3,1,4,6,132,102,2,0,2,2,1,8,22,0,7,1,0,0,0,0,0,11,0,0,479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,1905
116,97年 12月,桃園市,632,133,1,9,0,10,179,6,3,1,3,2,8,14,0,1,6,0,4,0,3,7,146,87,8,0,3,5,3,9,14,0,14,1,0,0,0,0,0,12,0,2,613,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,14,1962
118,98年 1月,桃園市,1141,224,39,125,1,10,186,1,3,0,1,0,7,10,0,2,2,0,3,0,3,3,128,86,9,0,3,4,1,11,9,0,6,0,0,0,0,0,0,2,0,0,688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,2738
119,98年 2月,桃園市,918,153,50,80,0,4,164,6,2,0,0,3,23,10,0,2,3,0,3,1,1,4,196,143,5,0,2,7,1,12,13,0,2,0,0,0,0,0,1,4,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26,2404
120,98年 3月,桃園市,588,128,4,55,0,6,248,10,6,1,2,0,38,23,0,6,5,0,9,0,3,11,199,146,22,0,1,3,5,14,7,0,24,0,1,0,0,0,0,7,0,1,642,0,2,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,10,0,29,2263
121,98年 4月,桃園市,495,123,5,23,0,17,249,7,4,0,15,2,30,15,0,1,7,0,13,0,6,6,197,162,22,0,4,6,7,10,8,0,9,1,0,0,0,0,0,4,0,0,582,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,0,21,2064
122,98年 5月,桃園市,578,142,4,19,0,6,292,2,5,0,4,4,24,22,0,7,4,0,7,0,7,4,166,152,19,0,2,4,4,8,13,0,19,0,0,0,0,0,1,7,0,4,596,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,2145
123,98年 6月,桃園市,503,151,4,13,0,7,265,11,8,0,1,1,20,22,1,2,11,0,12,0,4,10,131,149,8,0,3,2,26,6,8,0,5,0,2,0,0,0,0,6,0,4,537,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,1958
124,98年 7月,桃園市,558,174,2,53,0,6,224,2,8,0,4,5,36,19,3,6,4,0,2,1,1,6,341,319,41,0,2,5,16,9,10,0,5,2,0,0,0,0,0,1,0,7,489,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,27,2402
125,98年 8月,桃園市,619,187,4,24,0,10,220,6,9,0,8,1,43,12,1,4,9,0,8,0,3,5,205,248,21,0,5,7,2,6,6,0,9,2,0,0,0,0,1,4,0,1,492,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,38,2238
126,98年 9月,桃園市,622,162,3,17,0,6,271,6,5,0,7,0,37,11,0,7,10,0,6,0,3,6,136,174,12,0,5,8,5,9,11,0,12,1,0,1,0,0,0,2,0,0,407,0,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,12,0,23,2006
127,98年 10月,桃園市,695,154,2,18,0,7,200,9,7,0,4,2,14,22,0,2,9,0,10,0,2,21,143,170,16,0,1,4,11,12,10,0,18,1,0,0,0,0,0,10,0,3,513,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8,0,19,2122
128,98年 11月,桃園市,578,153,2,18,0,8,202,7,9,0,2,2,13,13,1,2,5,0,2,1,5,9,137,164,9,0,5,4,1,5,2,0,15,1,0,0,0,0,0,2,0,2,427,0,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,11,1,29,1856
129,98年 12月,桃園市,432,118,5,9,0,9,156,12,13,0,3,3,9,10,1,1,3,0,6,0,2,7,144,167,8,0,2,8,1,4,4,0,2,0,0,2,0,0,0,10,0,2,357,0,5,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,17,1560
