,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
146,100年 3月,新竹縣,111,29,5,1,0,30,44,5,2,0,25,4,2,4,0,0,6,0,2,0,4,2,55,69,1,0,4,2,1,1,3,0,6,2,0,0,1,0,2,1,0,0,129,0,5,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,9,572
147,100年 4月,新竹縣,129,28,2,4,0,22,23,11,2,0,9,1,3,3,0,1,4,0,6,0,4,2,30,40,3,0,7,1,1,4,0,0,7,2,0,0,0,0,1,0,0,0,83,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,443
148,100年 5月,新竹縣,127,34,2,11,0,19,35,11,3,0,14,3,5,3,0,2,6,0,39,0,1,7,37,53,1,0,9,1,0,0,0,0,11,1,0,0,0,0,0,2,0,0,102,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,555
149,100年 6月,新竹縣,120,31,1,3,0,12,29,13,2,0,23,1,1,3,0,0,5,0,4,0,4,3,12,31,0,0,7,5,1,2,0,0,4,0,0,1,0,0,0,2,0,1,91,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,25,446
150,100年 7月,新竹縣,125,35,2,3,0,17,28,5,1,0,17,2,2,4,1,1,6,0,2,0,1,1,36,92,3,0,4,0,2,2,0,0,1,5,0,0,0,0,0,0,0,0,120,0,4,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,4,0,7,539
151,100年 8月,新竹縣,139,35,1,1,0,28,26,18,3,0,36,0,5,6,0,1,8,0,1,1,5,4,17,53,2,0,12,4,0,0,0,0,1,4,0,0,0,0,0,2,0,0,159,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,17,601
152,100年 9月,新竹縣,140,37,2,6,0,33,28,20,4,0,17,2,1,1,0,0,3,0,2,0,6,8,17,54,0,0,9,4,0,0,1,0,6,4,0,0,2,0,0,4,0,0,150,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,16,587
153,100年 10月,新竹縣,99,38,1,4,0,16,30,6,2,0,32,2,1,2,0,3,6,1,2,0,4,3,22,42,0,0,7,1,0,0,5,0,5,3,0,0,0,0,0,0,0,0,115,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,472
154,100年 11月,新竹縣,98,24,0,2,0,21,25,11,1,1,20,5,0,1,1,2,4,0,12,0,7,1,23,68,3,0,9,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,117,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,14,484
155,100年 12月,新竹縣,58,25,2,0,0,11,17,5,1,1,4,1,0,2,0,2,6,0,1,0,6,3,8,21,1,0,3,4,0,1,0,0,5,0,0,0,0,0,0,2,0,1,62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,271
157,101年 1月,新竹縣,259,41,5,28,0,25,16,12,1,0,14,2,3,3,0,1,4,0,4,0,7,0,30,79,2,0,4,2,1,0,0,0,4,1,0,0,0,0,0,1,0,0,92,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,653
158,101年 2月,新竹縣,164,25,7,22,1,21,19,11,2,0,18,1,1,2,0,0,2,0,1,0,6,4,16,46,2,0,6,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,161,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,10,568
159,101年 3月,新竹縣,136,32,1,2,0,33,16,13,3,1,39,3,1,3,0,1,8,0,0,0,9,4,24,46,1,0,7,2,0,0,0,0,42,0,0,0,1,0,0,1,0,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,583
160,101年 4月,新竹縣,138,35,6,7,0,26,18,9,3,0,26,1,4,1,1,3,5,0,2,0,3,4,43,59,1,0,5,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,130,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,550
161,101年 5月,新竹縣,146,23,3,3,0,22,25,15,0,0,27,1,1,1,0,1,7,0,2,0,4,1,22,43,4,0,8,3,0,1,0,0,17,0,0,0,0,0,0,2,0,1,110,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,504
162,101年 6月,新竹縣,101,16,0,1,0,17,8,6,1,0,20,0,0,1,0,0,4,0,1,1,3,2,17,40,3,0,3,1,0,0,0,0,23,0,0,0,1,0,0,2,0,1,128,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,427
163,101年 7月,新竹縣,139,16,2,3,0,29,22,9,1,0,28,1,4,1,0,1,6,0,1,0,6,7,26,69,9,0,8,1,1,1,0,0,7,2,0,0,0,0,0,0,0,0,152,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,569
164,101年 8月,新竹縣,116,16,3,2,0,21,24,13,1,0,24,0,4,1,0,0,5,0,2,0,5,5,22,61,8,0,5,0,0,0,3,0,0,3,0,1,1,0,1,0,0,2,128,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,11,498
165,101年 9月,新竹縣,103,23,2,6,0,13,27,8,3,0,17,0,5,2,0,0,8,0,0,0,3,1,33,38,2,0,5,3,1,2,4,0,5,1,0,0,1,0,0,2,0,0,111,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,441
166,101年 10月,新竹縣,109,47,0,6,0,20,23,18,2,0,18,4,1,2,0,0,10,0,5,0,6,3,35,39,1,0,5,2,0,0,0,0,3,2,1,1,1,0,0,0,0,0,122,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,6,504
167,101年 11月,新竹縣,104,16,4,2,0,25,18,12,1,0,29,2,4,0,0,1,11,0,1,0,8,3,19,31,2,0,12,2,0,0,0,0,4,1,0,0,0,0,3,1,0,0,111,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9,445
168,101年 12月,新竹縣,58,19,7,1,0,12,20,5,1,2,10,0,2,0,0,1,4,0,3,0,3,2,13,23,4,0,5,2,0,1,0,0,4,1,0,0,1,0,1,1,0,0,90,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,305
170,102年 1月,新竹縣,44,7,2,5,0,10,16,8,1,0,30,0,1,0,0,0,4,0,1,0,2,4,18,18,1,0,1,4,1,0,0,0,14,0,0,0,0,0,0,0,0,1,79,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,281
171,102年 2月,新竹縣,430,26,13,39,0,23,20,16,2,0,16,3,3,0,0,1,2,0,1,0,5,8,26,53,6,0,7,4,0,0,2,0,16,2,0,0,0,0,0,0,0,0,95,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,9,846
172,102年 3月,新竹縣,114,16,2,3,0,19,14,26,1,0,15,2,0,2,0,1,8,0,0,0,8,1,21,51,4,0,5,2,0,0,0,0,2,1,0,0,0,0,1,3,0,0,101,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,4,436
173,102年 4月,新竹縣,147,29,3,1,0,21,15,11,1,0,28,2,1,0,0,1,7,0,2,0,12,1,30,52,1,0,5,4,0,1,0,0,1,2,0,0,0,0,0,2,0,0,95,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,6,489
174,102年 5月,新竹縣,137,38,4,4,0,28,13,11,1,0,17,0,2,1,0,3,10,0,1,0,6,2,21,56,2,0,8,2,1,0,1,0,0,1,0,1,0,0,3,0,0,0,112,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,502
175,102年 6月,新竹縣,121,19,3,2,0,23,21,11,0,1,17,1,5,1,0,2,8,0,2,0,8,3,15,33,1,0,9,0,0,0,1,0,7,0,0,0,1,0,1,2,0,0,87,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,422
176,102年 7月,新竹縣,106,21,0,2,0,28,18,8,1,0,17,1,3,1,0,0,10,0,3,0,10,3,24,64,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,108,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,461
177,102年 8月,新竹縣,105,27,3,1,0,29,5,12,2,0,24,2,0,1,0,2,9,0,2,0,7,3,25,65,6,0,11,0,0,2,1,0,8,2,0,0,0,0,2,0,0,0,131,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,506
178,102年 9月,新竹縣,113,31,0,0,0,20,9,10,0,0,29,3,3,0,0,0,13,0,2,0,6,3,21,61,0,0,8,2,0,2,0,0,2,0,0,0,1,0,0,3,0,1,146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,504
179,102年 10月,新竹縣,92,32,5,3,0,25,23,9,1,0,17,0,3,1,0,2,6,0,3,0,6,4,14,43,0,0,8,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,131,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,10,453
180,102年 11月,新竹縣,77,10,0,1,0,14,14,11,0,0,23,2,2,0,0,4,7,0,0,0,5,3,24,46,0,0,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,389
181,102年 12月,新竹縣,69,13,0,0,0,23,19,13,0,0,27,0,2,0,0,0,6,0,2,0,3,4,5,16,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,87,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,311
183,103年 1月,新竹縣,342,38,13,29,0,18,15,12,1,0,14,1,1,1,0,0,5,0,1,0,5,2,18,69,1,0,1,1,0,1,0,0,8,2,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,762
184,103年 2月,新竹縣,154,18,4,6,0,21,27,9,2,0,22,0,1,2,0,0,8,0,0,0,4,4,18,30,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,481
185,103年 3月,新竹縣,74,15,1,0,0,20,13,10,1,0,35,0,1,0,0,0,4,0,2,0,6,2,15,51,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,126,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,404
186,103年 4月,新竹縣,82,23,0,2,0,19,22,10,0,0,35,1,0,0,0,1,3,0,2,0,6,2,39,73,3,0,7,3,0,1,0,0,2,2,0,0,0,0,0,1,0,0,114,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,477
187,103年 5月,新竹縣,117,22,1,0,0,23,38,5,3,0,16,0,6,0,0,1,4,0,0,0,7,1,11,33,6,0,4,3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,135,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,461
188,103年 6月,新竹縣,136,17,1,1,0,26,58,16,0,0,20,0,1,0,0,0,11,0,1,0,6,2,7,45,3,0,3,2,1,1,1,0,5,1,0,0,1,0,0,1,0,0,139,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,522
189,103年 7月,新竹縣,103,33,3,0,0,24,21,8,3,0,23,1,3,1,0,1,15,0,0,0,7,3,32,63,1,0,10,2,0,1,0,0,3,1,0,0,0,0,1,0,0,0,122,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,506
190,103年 8月,新竹縣,96,37,0,3,0,29,30,11,1,0,18,2,5,0,0,0,9,0,2,0,4,1,11,40,2,0,7,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,446
191,103年 9月,新竹縣,140,22,2,1,0,33,33,12,2,0,31,0,2,1,0,0,8,0,2,0,8,1,29,68,4,0,24,2,0,1,0,0,7,2,0,0,0,0,1,5,0,1,130,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,596
192,103年 10月,新竹縣,84,37,0,3,0,21,16,14,1,0,25,1,3,0,0,1,11,0,5,0,4,3,19,49,2,0,6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,127,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,457
193,103年 11月,新竹縣,90,26,2,7,1,10,25,10,2,0,18,1,3,1,0,1,7,0,3,0,4,2,14,34,4,0,5,1,0,0,0,0,3,0,0,0,1,0,0,2,0,0,115,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,421
194,103年 12月,新竹縣,64,21,1,2,0,13,22,8,2,0,17,1,4,0,0,0,5,0,1,0,5,2,8,19,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,106,0,3,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,344
196,104年 1月,新竹縣,37,12,0,1,0,25,12,10,2,0,27,0,6,0,0,1,18,0,5,0,7,1,10,41,1,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,142,0,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,387
197,104年 2月,新竹縣,479,39,14,52,0,11,14,8,1,0,15,0,0,0,0,0,3,0,2,0,4,0,14,46,9,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,137,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,888
198,104年 3月,新竹縣,78,33,2,1,0,12,17,13,1,0,36,2,3,1,0,0,2,0,3,0,6,3,13,57,8,0,9,1,1,1,0,0,1,0,0,0,0,0,1,1,0,3,102,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,427
199,104年 4月,新竹縣,65,26,0,4,0,30,18,14,1,0,28,4,6,0,0,0,9,0,1,0,7,3,31,88,4,0,8,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,114,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,487
200,104年 5月,新竹縣,87,37,0,2,0,17,19,10,3,0,27,2,6,3,0,0,10,0,3,0,4,4,17,50,2,0,6,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,111,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,446
201,104年 6月,新竹縣,94,19,0,3,0,19,11,15,1,0,37,4,3,1,0,1,6,0,3,0,4,1,12,52,9,0,5,3,1,2,0,0,6,3,0,0,0,0,0,0,0,0,88,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,23,432
202,104年 7月,新竹縣,100,26,0,0,0,14,12,11,2,0,26,2,1,1,0,2,7,0,2,0,4,3,11,69,10,0,3,0,1,1,0,0,1,3,0,0,0,0,0,1,0,0,100,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,428
203,104年 8月,新竹縣,107,22,3,0,0,19,25,17,0,0,26,1,2,0,0,0,8,0,3,0,7,2,19,97,6,0,4,1,0,0,1,0,0,6,0,0,0,0,1,0,0,2,127,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,12,533
204,104年 9月,新竹縣,111,13,0,2,0,19,24,14,0,0,21,1,0,0,0,0,11,0,3,0,5,2,13,48,6,0,7,3,1,2,0,0,2,0,0,0,0,0,0,1,0,1,150,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,484
205,104年 10月,新竹縣,78,25,0,4,0,22,24,18,2,0,25,1,2,4,0,1,8,0,4,0,4,0,21,100,8,0,3,2,0,1,0,0,10,3,0,0,0,0,0,0,0,0,131,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,15,528
206,104年 11月,新竹縣,66,13,0,2,0,13,17,17,1,1,32,0,2,1,0,0,5,0,2,0,7,1,11,86,2,0,9,0,0,2,0,0,2,3,0,0,0,0,1,3,0,2,129,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,451
207,104年 12月,新竹縣,68,25,1,1,0,23,28,11,2,0,28,1,0,1,0,1,7,0,0,0,4,3,25,77,1,0,7,2,2,1,1,0,2,3,0,0,0,0,0,0,0,0,110,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,10,456
209,105年 1月,新竹縣,95,34,0,7,0,22,13,10,0,0,28,1,2,0,1,1,4,0,2,0,6,2,22,72,1,0,6,1,2,2,1,0,2,4,0,0,0,0,1,1,0,1,114,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,15,490
210,105年 2月,新竹縣,53,16,1,36,0,21,11,9,2,0,33,1,1,0,0,0,10,0,3,0,5,2,21,56,1,0,3,5,1,0,1,0,3,1,0,0,0,0,0,0,0,1,141,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,462
211,105年 3月,新竹縣,135,24,0,1,0,29,29,20,1,0,32,2,6,0,0,1,11,0,0,0,10,2,30,110,2,0,11,1,0,0,0,0,3,4,0,0,0,0,2,1,0,1,169,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,18,665
212,105年 4月,新竹縣,103,32,0,2,0,20,26,16,0,0,29,1,3,0,0,0,14,0,1,0,9,6,16,97,1,0,6,3,0,1,0,0,1,4,0,0,0,0,0,0,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,512
213,105年 5月,新竹縣,126,29,0,4,0,17,23,14,2,0,32,1,1,2,0,0,5,0,7,0,3,1,19,99,2,0,9,5,2,4,1,0,4,4,0,0,0,0,1,2,0,3,133,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,11,577
214,105年 6月,新竹縣,94,21,3,0,0,23,29,16,1,0,38,2,2,0,0,0,16,0,2,0,5,1,5,49,1,0,6,1,2,0,1,0,2,1,0,0,0,0,0,0,0,2,143,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,483
215,105年 7月,新竹縣,74,23,0,0,0,30,44,19,1,0,23,2,3,0,0,0,5,0,2,0,6,1,19,122,9,0,6,7,0,2,0,0,1,1,0,0,0,0,1,0,0,4,129,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,20,564
216,105年 8月,新竹縣,100,20,0,4,0,27,37,18,1,0,22,3,5,0,0,0,9,0,2,0,6,3,21,105,4,0,6,2,0,1,1,0,6,1,0,0,1,0,0,0,0,1,149,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,16,579
217,105年 9月,新竹縣,117,25,2,1,0,20,39,21,0,0,39,2,2,1,0,0,5,0,2,0,8,2,11,52,1,0,10,4,0,1,0,0,7,3,0,0,0,0,0,1,0,0,116,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,508
218,105年 10月,新竹縣,134,32,1,9,0,26,36,11,1,0,38,2,0,0,0,0,12,0,2,0,10,1,19,72,4,0,6,3,0,1,4,0,3,1,0,0,0,0,1,1,0,2,119,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,572
219,105年 11月,新竹縣,115,32,2,3,1,36,33,17,1,0,39,2,2,0,0,0,16,0,0,0,4,6,17,101,2,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,104,0,7,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,4,0,15,574
220,105年 12月,新竹縣,85,17,0,1,0,26,28,15,1,0,28,1,3,1,0,0,11,0,2,0,6,3,19,74,2,0,17,5,1,1,1,0,0,1,0,0,0,0,1,0,0,2,128,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,7,498
1,89年 1月,桃園市,706,289,1,26,0,14,21,6,12,0,2,5,3,2,0,1,4,0,5,2,6,11,65,338,0,0,2,2,0,24,5,0,4,1,0,1,0,0,0,6,0,0,78,0,0,50,0,0,0,0,0,1,0,7,0,0,0,0,0,0,19,7,63,1789
2,89年 2月,桃園市,507,196,5,24,0,6,8,6,5,0,0,1,7,3,0,6,4,0,2,1,4,9,49,238,0,0,2,1,0,14,6,0,2,1,1,0,0,0,0,1,1,1,32,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,39,1223
3,89年 3月,桃園市,572,288,5,33,0,6,13,4,4,0,0,6,8,2,0,3,2,0,3,0,4,10,44,139,0,0,3,2,0,11,8,0,4,0,0,2,0,0,0,2,0,1,51,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,1,0,18,2,8,1273
4,89年 4月,桃園市,697,265,3,20,0,10,11,3,2,0,0,4,11,4,0,2,4,0,1,0,11,20,50,178,0,0,0,0,0,11,11,0,0,0,0,0,0,0,2,3,0,0,72,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,0,0,4,3,32,1448
5,89年 5月,桃園市,832,298,2,24,0,22,22,1,5,0,3,4,10,6,0,1,1,0,10,0,7,9,58,169,0,0,3,2,0,10,8,0,0,2,0,0,0,0,0,6,0,0,96,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,8,3,28,1658
6,89年 6月,桃園市,729,240,6,27,0,14,4,4,5,0,1,3,26,4,0,2,3,0,14,1,11,14,51,158,0,0,1,3,0,12,6,0,2,0,1,0,0,0,0,2,0,0,86,0,1,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,2,39,1490
7,89年 7月,桃園市,899,293,5,34,2,12,6,7,8,0,5,7,34,7,0,0,1,0,0,0,3,24,79,157,0,0,5,3,0,8,8,0,3,1,0,0,0,0,0,11,1,0,97,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,9,2,27,1764
8,89年 8月,桃園市,925,278,1,18,0,17,5,7,7,0,3,4,28,8,0,1,2,2,14,0,3,15,66,166,0,0,5,1,0,9,5,0,0,0,0,1,0,0,0,15,0,0,100,0,1,6,0,0,0,0,0,0,0,2,0,0,5,0,0,0,13,1,28,1762
9,89年 9月,桃園市,880,201,2,20,0,16,52,5,15,0,3,3,15,7,0,4,2,0,18,0,7,9,49,119,0,0,4,2,0,19,22,0,1,3,0,0,0,0,0,22,2,1,103,0,0,8,0,0,0,0,0,1,0,3,0,0,0,0,0,0,10,1,15,1644
10,89年 10月,桃園市,951,334,5,24,0,21,31,9,9,0,4,5,18,8,1,4,3,0,41,1,7,16,58,141,0,0,8,1,0,14,7,0,5,2,1,0,0,0,0,9,0,1,105,0,0,13,0,0,0,0,0,0,0,3,0,0,2,0,1,0,9,0,25,1897
11,89年 11月,桃園市,964,320,0,6,1,16,9,12,7,0,3,3,11,9,1,1,3,1,4,2,5,11,81,146,1,0,0,1,0,12,12,0,1,0,0,0,0,0,0,11,1,0,141,0,1,9,0,0,0,0,0,0,0,1,0,0,4,0,0,0,12,0,29,1852
12,89年 12月,桃園市,850,315,3,8,2,21,9,10,7,1,9,5,12,11,0,1,2,0,7,1,5,15,49,122,0,0,5,0,0,10,1,0,0,1,0,0,0,0,0,23,0,2,154,0,2,2,0,0,0,0,0,0,0,1,0,0,6,0,0,1,9,0,32,1714
14,90年 1月,桃園市,1175,419,6,10,0,19,17,12,7,0,6,3,10,12,1,3,4,0,31,0,5,21,55,124,0,0,8,6,0,32,23,0,2,1,1,0,0,0,0,11,1,0,199,0,0,17,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,0,45,2303
15,90年 2月,桃園市,749,239,5,16,0,18,5,5,6,0,5,8,9,7,0,0,2,0,11,0,9,28,29,59,0,0,3,3,0,23,9,0,2,0,1,0,0,0,0,17,0,2,137,0,0,10,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,27,1454
16,90年 3月,桃園市,741,240,5,16,0,31,5,7,8,0,5,6,10,11,0,2,4,0,8,0,5,16,53,71,0,0,2,1,0,29,7,0,11,3,0,0,0,0,0,23,0,0,132,0,1,9,0,0,0,0,0,0,0,7,0,0,2,0,0,0,10,0,29,1510
17,90年 4月,桃園市,733,327,2,11,0,33,12,5,8,0,9,5,7,16,1,3,7,1,2,0,14,13,46,90,0,0,7,10,0,17,17,0,2,0,0,1,0,0,0,22,0,0,144,0,1,8,0,0,0,0,0,0,0,4,0,0,3,0,0,1,11,3,16,1612
18,90年 5月,桃園市,943,365,4,6,0,37,4,4,11,0,9,4,32,13,0,2,5,0,25,2,9,20,65,94,0,0,8,1,0,15,12,0,4,0,0,0,0,0,0,19,1,3,201,0,1,6,0,0,0,0,0,1,0,7,0,0,2,0,0,0,9,1,29,1974
19,90年 6月,桃園市,819,200,6,5,1,34,4,9,6,0,9,3,34,7,0,1,5,0,35,0,8,11,64,68,0,0,4,5,0,26,11,0,3,1,0,1,0,0,0,24,0,1,191,0,1,3,0,0,1,0,0,0,0,3,0,0,4,0,0,0,9,4,16,1637
20,90年 7月,桃園市,1005,300,6,7,0,17,10,5,7,0,1,4,34,6,1,1,5,0,7,1,6,10,65,77,0,0,4,6,0,30,34,0,0,1,0,1,0,0,0,27,1,0,147,0,0,2,0,0,0,0,0,2,0,8,0,0,2,0,0,0,11,25,17,1893
21,90年 8月,桃園市,1012,303,3,7,0,24,11,5,6,0,5,6,41,7,0,2,8,0,7,1,6,9,100,105,0,0,4,5,0,41,16,0,6,2,0,0,0,0,0,34,0,0,220,0,1,1,0,0,0,0,0,0,0,8,0,0,4,0,0,0,9,37,20,2076
22,90年 9月,桃園市,720,225,3,14,0,14,8,7,4,1,4,6,19,5,0,1,7,1,5,2,1,4,83,66,1,0,5,6,0,30,11,0,1,2,0,0,0,0,0,16,1,0,244,0,1,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0,8,27,16,1579
23,90年 10月,桃園市,1085,283,4,15,0,29,11,10,11,0,0,0,37,7,1,2,4,0,11,1,4,5,92,73,1,0,4,4,0,30,17,0,1,0,0,1,0,0,0,27,0,1,203,0,1,11,0,0,0,0,0,1,0,7,0,0,0,1,0,0,6,17,46,2064
24,90年 11月,桃園市,1130,488,6,17,0,42,12,7,8,1,3,7,57,13,0,2,7,1,9,1,9,12,71,78,0,0,4,3,0,24,44,0,1,1,1,1,0,0,0,21,0,2,353,0,0,20,5,0,0,1,0,0,0,6,0,0,3,0,0,0,18,29,65,2583
25,90年 12月,桃園市,763,364,4,6,0,23,12,9,6,0,5,2,13,5,0,2,3,0,5,0,4,6,63,57,1,0,5,6,0,26,13,0,0,1,0,2,0,0,0,11,1,1,210,0,0,12,12,0,1,0,0,0,0,2,0,0,1,0,0,0,22,25,30,1734
27,91年 1月,桃園市,1003,406,3,7,0,27,10,2,6,0,0,1,16,9,0,2,1,0,12,0,4,11,39,38,0,0,1,3,0,17,4,0,1,0,0,0,0,0,0,19,0,2,213,0,1,9,28,0,2,0,0,0,0,2,0,0,6,0,0,0,8,14,15,1942
